2.175, 8.03968, 1.90826
2.2, 20.8481, 5.36551
2.225, 33.875, 8.97797
2.25, 46.7915, 12.6537
2.275, 59.2719, 16.299
2.3, 71.0012, 19.8213
2.325, 81.683, 23.1307
2.35, 91.0467, 26.1428
2.375, 98.8544, 28.7805
2.4, 104.906, 30.9759
2.425, 109.046, 32.6721
2.45, 111.165, 33.8245
2.475, 111.204, 34.4018
2.5, 109.154, 34.3872
2.525, 105.059, 33.7782
2.55, 99.013, 32.5872
2.575, 91.158, 30.8408
2.6, 81.6808, 28.5794
2.625, 70.8079, 25.856
2.65, 58.8004, 22.735
2.675, 45.9475, 19.2909
2.7, 32.5593, 15.6058
2.725, 18.9589, 11.768
2.75, 5.47496, 7.86948
2.775, -7.56678, 4.00378
2.8, -19.8514, 0.263678
2.825, -31.0825, -3.26115
2.85, -40.9896, -6.48627
2.875, -49.3348, -9.33462
2.9, -55.9186, -11.7384
2.925, -60.5846, -13.6407
2.95, -63.2239, -14.9969
2.975, -63.7771, -15.776
3, -62.2363, -15.9611
3.025, -58.6452, -15.5498
3.05, -53.0975, -14.5544
3.075, -45.7356, -13.0017
3.1, -36.746, -10.932
3.125, -26.3556, -8.39828
3.15, -14.8254, -5.46513
3.175, -2.44469, -2.20679
3.2, 10.4765, 1.2945
3.225, 23.6147, 4.95052
3.25, 36.6415, 8.66929
3.275, 49.231, 12.3573
3.3, 61.0682, 15.9217
3.325, 71.8567, 19.2729
3.35, 81.326, 22.3263
3.375, 89.2381, 25.0049
3.4, 95.3934, 27.2408
3.425, 99.6356, 28.977
3.45, 101.856, 30.169
3.475, 101.994, 30.7855
3.5, 100.043, 30.8097
3.525, 96.0459, 30.2391
3.55, 90.0967, 29.0861
3.575, 82.3376, 27.3773
3.6, 72.955, 25.153
3.625, 62.1758, 22.4664
3.65, 50.261, 19.3819
3.675, 37.4999, 15.9737
3.7, 24.2023, 12.3242
3.725, 10.6917, 8.52166
3.75, -2.70347, 4.65799
3.775, -15.6574, 0.826774
3.8, -27.8551, -2.87922
3.825, -39.0002, -6.37031
3.85, -48.8223, -9.56205
3.875, -57.0834, -12.3774
3.9, -63.584, -14.7484
3.925, -68.1677, -16.6183
3.95, -70.7256, -17.9426
3.975, -71.1982, -18.6901
4, -69.5778, -18.8439
4.025, -65.9078, -18.4016
4.05, -60.2822, -17.3757
4.075, -52.8431, -15.7926
4.1, -43.7772, -13.693
4.125, -33.3113, -11.1296
4.15, -21.7064, -8.16718
4.175, -9.25184, -4.87984
4.2, 3.7424, -1.34986
4.225, 16.953, 2.33453
4.25, 30.0513, 6.08136
4.275, 42.7115, 9.79711
4.3, 54.6188, 13.389
4.325, 65.4765, 16.7673
4.35, 75.0143, 19.8476
4.375, 82.9942, 22.5528
4.4, 89.2165, 24.815
4.425, 93.525, 26.5773
4.45, 95.8106, 27.795
4.475, 96.014, 28.437
4.5, 94.1271, 28.4864
4.525, 90.1936, 27.9408
4.55, 84.3072, 26.8125
4.575, 76.6102, 25.1281
4.6, 67.2892, 22.9279
4.625, 56.5708, 20.2652
4.65, 44.7162, 17.2043
4.675, 32.0146, 13.8196
4.7, 18.7759, 10.1932
4.725, 5.32354, 6.41356
4.75, -8.01398, 2.57253
4.775, -20.9109, -1.23629
4.8, -33.0522, -4.92013
4.825, -44.1415, -8.3893
4.85, -53.9084, -11.5593
4.875, -62.1149, -14.3532
4.9, -68.5614, -16.703
4.925, -73.0917, -18.5519
4.95, -75.5967, -19.8554
4.975, -76.017, -20.5824
5, -74.3449, -20.7158
